监测点位,X,Y,Z,采样深度/m,上层深度,下层深度,样品编号,pH值,苯并(a)芘,苯并(a)蒽,苯并(b)荧蒽,"二苯并(a,h)蒽","茚并(1,2,3-c,d)芘",萘,苯,乙苯,石油烃(C10-C40),砷,数据来源,2米分层（详查）,地面高程/m
BCJM-7,3650.021,7767.605,1.5,1.3-1.5,1.3,1.5,BCJM-7-2,7.77,5,4.6,5.5,0.3,3.4,0.95,ND,ND,837,10.2,工作井以北,2,4.249
BCJM-7,3650.021,7767.605,2.5,2.3-2.5,2.3,2.5,BCJM-7-3,8.59,50.2,54.5,56.7,4.9,27.5,731,10.2,0.311,4760,9.8,工作井以北,4,4.249
BCJM-7,3650.021,7767.605,4,3.8-4.0,3.8,4,BCJM-7-4,8.33,0.7,0.4,0.4,ND,0.3,4.45,2.83,0.15,1250,4.6,工作井以北,4,4.249
BCJM-7,3650.021,7767.605,6,5.8-6.0,5.8,6,BCJM-7-5,8.08,ND,ND,ND,ND,ND,0.28,4.85,0.269,73,5.3,工作井以北,6,4.249
BCJM-7,3650.021,7767.605,7,6.8-7.0,6.8,7,BCJM-7-6,8.25,ND,ND,ND,ND,ND,0.11,0.0136,ND,ND,6.3,工作井以北,7,4.249
BCJM-7,3650.021,7767.605,8,7.8-8.0,7.8,8,BCJM-7-7,8.43,ND,ND,ND,ND,ND,ND,ND,ND,10,4,工作井以北,8,4.249
BCJM-8,3645.645,7790.872,0.2,0-0.2,0,0.2,BCJM-8-1,8.14,14.2,7.6,17.4,2.9,13,4.97,0.0318,ND,721,16.3,工作井以北,2,4.386
BCJM-8,3645.645,7790.872,2,1.8-2.0,1.8,2,BCJM-8-2,7.78,22.9,21.5,27.1,3.1,14.6,239,0.565,ND,1590,32.7,工作井以北,2,4.386
BCJM-8,3645.645,7790.872,3,2.8-3.0,2.8,3,BCJM-8-3,8.19,8.8,7.9,10.1,1.3,6.1,46.5,30.4,19.4,2960,14,工作井以北,4,4.386
BCJM-8,3645.645,7790.872,4,3.8-4.0,3.8,4,BCJM-8-4,9.36,77.2,75.8,81.6,8.4,44,1374,49.3,20.8,3430,14.2,工作井以北,4,4.386
BCJM-8,3645.645,7790.872,6,5.8-6.0,5.8,6,BCJM-8-5,8.4,2.3,2.2,1.4,0.2,0.9,29.2,1.55,0.0172,175,4.5,工作井以北,6,4.386
BCJM-8,3645.645,7790.872,7,6.8-7.0,6.8,7,BCJM-8-6,7.34,ND,ND,ND,ND,ND,ND,0.0108,ND,21,4.2,工作井以北,7,4.386
BCJM-8,3645.645,7790.872,8,7.8-8.0,7.8,8,BCJM-8-7,7.33,ND,ND,ND,ND,ND,0.18,ND,ND,ND,4.3,工作井以北,8,4.386
BCJM-9,3569.538,7787.769,0.2,0-0.2,0,0.2,BCJM-9-1,7.68,8.8,5.8,10.5,1.6,8,5.88,0.299,ND,/,,工作井以北,2,4.357
BCJM-9,3569.538,7787.769,2,1.8-2.0,1.8,2,BCJM-9-2,8.06,1.5,0.4,0.9,0.2,1.1,0.89,3.38,0.414,/,,工作井以北,2,4.357
BCJM-9,3569.538,7787.769,2.5,2.3-2.5,2.3,2.5,BCJM-9-3,8.16,0.3,0.2,0.3,ND,0.2,1.13,1.59,0.21,/,,工作井以北,4,4.357
BCJM-9,3569.538,7787.769,4,3.8-4.0,3.8,4,BCJM-9-4,7.76,ND,ND,ND,ND,ND,0.74,0.0413,ND,/,,工作井以北,4,4.357
BCJM-9,3569.538,7787.769,6,5.8-6.0,5.8,6,BCJM-9-5,8.13,ND,ND,ND,ND,ND,0.13,0.0082,ND,/,,工作井以北,6,4.357
BCJM-10,3558.512,7800.989,0.2,0-0.2,0,0.2,BCJM-10-1,8.15,2.1,1,1.8,0.2,1.3,0.77,ND,ND,/,,工作井以北,2,4.733
BCJM-10,3558.512,7800.989,2,1.8-2.0,1.8,2,BCJM-10-2,9.99,13.6,15.1,13.8,1.7,8.1,13.1,0.02,ND,/,,工作井以北,2,4.733
BCJM-10,3558.512,7800.989,3,2.8-3.0,2.8,3,BCJM-10-3,8.34,1.9,1.8,1.5,ND,1,7.09,0.134,0.459,/,,工作井以北,4,4.733
BCJM-10,3558.512,7800.989,4,3.8-4.0,3.8,4,BCJM-10-4,8.34,ND,ND,ND,ND,ND,0.16,ND,ND,/,,工作井以北,4,4.733
BCJM-10,3558.512,7800.989,6,5.8-6.0,5.8,6,BCJM-10-5,7.96,ND,ND,ND,ND,ND,0.43,ND,ND,/,,工作井以北,6,4.733
BCJM-11,3575.199,7824.532,0.2,0-0.2,0,0.2,BCJM-11-1,8.11,0.2,0.1,ND,ND,0.2,0.12,ND,ND,122,,工作井以北,2,5.34
BCJM-11,3575.199,7824.532,2,1.8-2.0,1.8,2,BCJM-11-2,9.14,0.3,0.2,0.3,ND,0.2,0.27,0.0108,ND,85,,工作井以北,2,5.34
BCJM-11,3575.199,7824.532,4,3.8-4.0,3.8,4,BCJM-11-3,7.89,0.3,0.8,0.4,ND,0.1,1.66,0.0797,0.314,154,,工作井以北,4,5.34
BCJM-11,3575.199,7824.532,5,4.8-5.0,4.8,5,BCJM-11-4,8.1,ND,ND,ND,ND,ND,1.43,0.159,0.284,157,,工作井以北,6,5.34
BCJM-11,3575.199,7824.532,6,5.8-6.0,5.8,6,BCJM-11-5,8.33,ND,ND,ND,ND,ND,ND,0.25,ND,58,,工作井以北,6,5.34
BCJM-12,3551.156,7821.589,0.2,0-0.2,0,0.2,BCJM-12-1,8.14,2.6,1.3,2.3,0.3,1.9,0.47,ND,ND,/,,工作井以北,2,4.762
BCJM-12,3551.156,7821.589,1.5,1.3-1.5,1.3,1.5,BCJM-12-2,8.36,0.4,0.3,0.3,ND,0.3,0.14,ND,ND,/,,工作井以北,2,4.762
BCJM-12,3551.156,7821.589,2.5,2.3-2.5,2.3,2.5,BCJM-12-3,9.04,2,2,2,0.2,0.9,9.27,0.0396,0.215,/,,工作井以北,4,4.762
BCJM-12,3551.156,7821.589,4,3.8-4.0,3.8,4,BCJM-12-4,8.27,1.1,1.4,0.8,ND,0.5,8.77,0.0433,0.213,/,,工作井以北,4,4.762
BCJM-12,3551.156,7821.589,6,5.8-6.0,5.8,6,BCJM-12-5,8.06,0.3,0.3,0.3,ND,0.2,0.71,0.0245,0.132,/,,工作井以北,6,4.762
BCJM-13,3556.672,7837.789,0.2,0-0.2,0,0.2,BCJM-13-1,8.18,0.3,0.2,0.4,ND,0.3,ND,ND,ND,/,,工作井以北,2,4.816
BCJM-13,3556.672,7837.789,2,1.8-2.0,1.8,2,BCJM-13-2,9.33,0.5,0.4,0.5,ND,0.3,0.48,ND,ND,/,,工作井以北,2,4.816
BCJM-13,3556.672,7837.789,3,2.8-3.0,2.8,3,BCJM-13-3,8.6,1,1.1,0.6,ND,0.4,0.31,ND,ND,/,,工作井以北,4,4.816
BCJM-13,3556.672,7837.789,4,3.8-4.0,3.8,4,BCJM-13-4,8.11,0.5,0.2,0.6,0.1,0.7,0.13,ND,ND,/,,工作井以北,4,4.816
BCJM-13,3556.672,7837.789,6,5.8-6.0,5.8,6,BCJM-13-5,7.95,ND,ND,ND,ND,ND,0.32,ND,ND,/,,工作井以北,6,4.816
BCJM-14,3629.9669,7803.7871,0.2,0-0.2,0,0.2,BCJM-14-1,8.14,19.6,13.2,19.7,3.6,16.3,4.06,0.421,ND,298,14.8,工作井以北,2,4.556
BCJM-14,3629.9669,7803.7871,1.5,1.3-1.5,1.3,1.5,BCJM-14-2,8.83,4.6,4.1,4.9,0.6,3.1,22,2.48,2.16,164,12.9,工作井以北,2,4.556
BCJM-14,3629.9669,7803.7871,2.5,2.3-2.5,2.3,2.5,BCJM-14-3,8.18,11,9.8,11.9,1,7.3,38,3.29,2.58,873,6,工作井以北,4,4.556
BCJM-14,3629.9669,7803.7871,4,3.8-4.0,3.8,4,BCJM-14-4,8.38,1.1,1.3,1.3,0.2,0.8,11.5,1.92,2.2,63,5.4,工作井以北,4,4.556
BCJM-14,3629.9669,7803.7871,6,5.8-6.0,5.8,6,BCJM-14-5,8.43,ND,ND,ND,ND,ND,ND,1.56,0.739,63,6,工作井以北,6,4.556
BCJM-14,3629.9669,7803.7871,7,6.8-7.0,6.8,7,BCJM-14-6,7.37,0.1,0.2,ND,ND,0.1,5.52,1.03,0.445,224,4.5,工作井以北,7,4.556
BCJM-14,3629.9669,7803.7871,8,7.8-8.0,7.8,8,BCJM-14-7,8.24,ND,ND,ND,ND,ND,0.86,0.405,0.231,17,5.6,工作井以北,8,4.556
BCJM-15,3650.916,7747.841,0.2,0-0.2,0,0.2,BCJM-15-1,7.83,3.4,2.3,3.4,0.6,2.7,0.63,0.0088,ND,38,9.6,工作井以北,2,4.104
BCJM-15,3650.916,7747.841,2,1.8-2.0,1.8,2,BCJM-15-2,7.76,0.2,0.2,0.3,ND,0.2,ND,0.133,ND,506,7.6,工作井以北,2,4.104
BCJM-15,3650.916,7747.841,3,2.8-3.0,2.8,3,BCJM-15-3,8.81,0.2,ND,ND,ND,0.2,0.17,0.109,ND,41,8.1,工作井以北,4,4.104
BCJM-15,3650.916,7747.841,4,3.8-4.0,3.8,4,BCJM-15-4,7.87,0.2,0.1,0.2,ND,0.3,ND,0.0253,ND,27,6.9,工作井以北,4,4.104
BCJM-15,3650.916,7747.841,6,5.8-6.0,5.8,6,BCJM-15-5,8.05,ND,ND,ND,ND,ND,ND,0.606,ND,23,5.1,工作井以北,6,4.104
BCJM-16,3532.248,7838.283,0.2,0-0.2,0,0.2,BCJM-16-1,8.29,0.2,ND,0.2,ND,0.2,0.11,ND,ND,/,,工作井以北,2,4.677
BCJM-16,3532.248,7838.283,1.5,1.3-1.5,1.3,1.5,BCJM-16-2,8.32,0.5,0.3,0.6,0.1,0.8,0.61,ND,ND,/,,工作井以北,2,4.677
BCJM-16,3532.248,7838.283,3,2.8-3.0,2.8,3,BCJM-16-3,8.98,ND,ND,ND,ND,0.1,ND,ND,ND,/,,工作井以北,4,4.677
BCJM-16,3532.248,7838.283,4,3.8-4.0,3.8,4,BCJM-16-4,7.69,ND,ND,ND,ND,ND,ND,ND,ND,/,,工作井以北,4,4.677
BCJM-16,3532.248,7838.283,6,5.8-6.0,5.8,6,BCJM-16-5,8.32,ND,ND,ND,ND,ND,0.81,ND,ND,/,,工作井以北,6,4.677
BCJM-17,3539.531,7848.676,0.2,0-0.2,0,0.2,BCJM-17-1,8.52,0.3,0.2,0.4,0.1,0.5,0.14,ND,ND,/,,工作井以北,2,4.704
BCJM-17,3539.531,7848.676,2,1.8-2.0,1.8,2,BCJM-17-2,9.89,ND,ND,ND,ND,ND,1.11,ND,ND,/,,工作井以北,2,4.704
BCJM-17,3539.531,7848.676,2.5,2.3-2.5,2.3,2.5,BCJM-17-3,9.48,0.1,ND,ND,ND,0.1,2.84,0.0421,ND,/,,工作井以北,4,4.704
BCJM-17,3539.531,7848.676,4,3.8-4.0,3.8,4,BCJM-17-4,8.3,ND,ND,ND,ND,ND,ND,0.0158,ND,/,,工作井以北,4,4.704
BCJM-17,3539.531,7848.676,6,5.8-6.0,5.8,6,BCJM-17-5,8.39,ND,ND,ND,ND,ND,0.37,ND,ND,/,,工作井以北,6,4.704
BCJM-18,3785.778,7642.044,0.2,0-0.2,0,0.2,BCJM-18-1,8.25,0.6,0.3,0.8,0.2,1,1.17,ND,ND,/,,工作井以北,2,3.641
BCJM-18,3785.778,7642.044,1.5,1.3-1.5,1.3,1.5,BCJM-18-2,8.02,0.2,0.1,0.3,0.1,0.3,0.71,ND,ND,/,,工作井以北,2,3.641
BCJM-18,3785.778,7642.044,3,2.8-3.0,2.8,3,BCJM-18-3,8.05,0.3,0.2,0.4,ND,0.3,3.72,0.0264,ND,/,,工作井以北,4,3.641
BCJM-18,3785.778,7642.044,4,3.8-4.0,3.8,4,BCJM-18-4,8.28,0.1,ND,ND,ND,0.1,0.52,ND,ND,/,,工作井以北,4,3.641
BCJM-18,3785.778,7642.044,6,5.8-6.0,5.8,6,BCJM-18-5,7.71,0.1,ND,ND,ND,0.1,1.41,ND,ND,/,,工作井以北,6,3.641
BCJM-19,3659.7683,7781.9607,0.2,0-0.2,0,0.2,BCJM-19-1,8.09,9.7,6,12.1,2.9,8.1,49.9,ND,ND,603,31.8,工作井以北,2,3.8934
BCJM-19,3659.7683,7781.9607,1.5,1.3-1.5,1.3,1.5,BCJM-19-2,8.13,17.6,20.4,24.7,4.1,10.4,222,0.129,0.368,3480,14.1,工作井以北,2,3.8934
BCJM-19,3659.7683,7781.9607,3,2.8-3.0,2.8,3,BCJM-19-3,7.74,4.9,6.2,5.3,1.3,3,104,4.73,2.35,739,18.9,工作井以北,4,3.8934
BCJM-19,3659.7683,7781.9607,4,3.8-4.0,3.8,4,BCJM-19-4,8.03,3.9,5.5,3.8,0.7,2.2,36.2,3.6,0.282,539,6.8,工作井以北,4,3.8934
BCJM-19,3659.7683,7781.9607,6,5.8-6.0,5.8,6,BCJM-19-5,7.87,ND,ND,ND,ND,ND,0.39,2.31,0.263,59,5.6,工作井以北,6,3.8934
BCJM-19,3659.7683,7781.9607,7,6.8-7.0,6.8,7,BCJM-19-6,8.53,ND,ND,ND,ND,ND,ND,0.199,0.0182,8,4.3,工作井以北,7,3.8934
BCJM-19,3659.7683,7781.9607,8,7.8-8.0,7.8,8,BCJM-19-7,8.04,ND,ND,ND,ND,ND,0.55,0.205,ND,ND,6.1,工作井以北,8,3.8934
BCJM-20,3621.3098,7769.9204,0.2,0-0.2,0,0.2,BCJM-20-1,7.28,48.7,14.8,53.2,5,16.9,9.91,ND,ND,1140,19.5,工作井以北,2,4.3449
BCJM-20,3621.3098,7769.9204,1.5,1.3-1.5,1.3,1.5,BCJM-20-2,8.04,11.8,14,14.8,2.7,7,134,ND,ND,2830,29.7,工作井以北,2,4.3449
BCJM-20,3621.3098,7769.9204,3,2.8-3.0,2.8,3,BCJM-20-3,7.84,44.8,18.9,50.1,4.2,10.4,595,5.93,0.239,1230,26,工作井以北,4,4.3449
BCJM-20,3621.3098,7769.9204,4,3.8-4.0,3.8,4,BCJM-20-4,8.06,1.7,1.9,2.1,0.2,0.9,13.8,5.4,1.15,134,6.6,工作井以北,4,4.3449
BCJM-20,3621.3098,7769.9204,6,5.8-6.0,5.8,6,BCJM-20-5,8.4,0.2,0.2,0.2,ND,0.1,7.14,6.02,1.45,286,7.6,工作井以北,6,4.3449
BCJM-20,3621.3098,7769.9204,7,6.8-7.0,6.8,7,BCJM-20-6,8.18,ND,ND,ND,ND,ND,1.8,2.21,0.709,47,4.3,工作井以北,7,4.3449
BCJM-20,3621.3098,7769.9204,8,7.8-8.0,7.8,8,BCJM-20-7,8.34,ND,ND,ND,ND,ND,ND,0.191,0.0138,ND,6.2,工作井以北,8,4.3449
BCJM-20,3621.3098,7769.9204,11,10.8-11.0,10.8,11,BCJM-20-8,7.64,ND,ND,ND,ND,ND,2.27,0.0862,ND,26,6.5,工作井以北,8,4.3449
BCJM-20,3621.3098,7769.9204,14,13.8-14.0,13.8,14,BCJM-20-9,8.65,ND,ND,ND,ND,ND,0.17,ND,ND,ND,5.7,工作井以北,8,4.3449
SS1,3747.362,7651.654,0.2,0-0.2,0,0.2,SS1-1,6.61,0.9,1.4,0.9,0.1,0.6,1.04,ND,ND,215,19.6,工作井以北,2,4.59
SS1,3747.362,7651.654,1,0.8-1.0,0.8,1,SS1-2,6.45,0.4,0.5,0.4,ND,0.2,0.32,ND,ND,60,33,工作井以北,2,4.59
SS1,3747.362,7651.654,3,2.8-3.0,2.8,3,SS1-3,7.43,ND,ND,ND,ND,ND,ND,ND,ND,36,7.3,工作井以北,4,4.59
SS1,3747.362,7651.654,6,5.8-6.0,5.8,6,SS1-4,7.85,ND,ND,ND,ND,ND,ND,ND,ND,19,4.6,工作井以北,6,4.59
SS2,3748.834,7694.606,0.2,0-0.2,0,0.2,SS2-1,7.18,4.3,2.3,3.8,0.5,2.4,3.72,ND,ND,705,22.2,工作井以北,2,4.254
SS2,3748.834,7694.606,1.5,1.3-1.5,1.3,1.5,SS2-2,7.53,0.3,0.4,0.3,ND,0.2,20.3,0.0773,0.27,513,11.1,工作井以北,2,4.254
SS2,3748.834,7694.606,3,2.8-3.0,2.8,3,SS2-3,7.9,ND,ND,ND,ND,ND,0.1,ND,ND,25,9.1,工作井以北,4,4.254
SS2,3748.834,7694.606,6,5.8-6.0,5.8,6,SS2-4,7.52,ND,ND,ND,ND,ND,ND,ND,ND,168,5,工作井以北,6,4.254
SS3,3688.433,7711.63,0.2,0-0.2,0,0.2,SS3-1,7.53,0.8,0.7,0.7,0.2,0.5,0.64,ND,ND,183,28.6,工作井以北,2,4.714
SS3,3688.433,7711.63,1.5,1.3-1.5,1.3,1.5,SS3-2,7.41,0.7,0.7,0.6,0.1,0.5,9.61,ND,ND,812,42,工作井以北,2,4.714
SS3,3688.433,7711.63,3,2.8-3.0,2.8,3,SS3-3,8.42,ND,0.1,ND,ND,ND,ND,0.0179,0.0518,24,15.4,工作井以北,4,4.714
SS3,3688.433,7711.63,5,4.8-5.0,4.8,5,SS3-4,8.09,0.3,0.2,0.2,ND,0.2,18.7,3.37,7.39,905,5.4,工作井以北,6,4.714
SS3,3688.433,7711.63,6,5.8-6.0,5.8,6,SS3-5,8.23,0.2,ND,ND,ND,0.2,0.6,0.316,1.2,229,5.9,工作井以北,6,4.714
SS4,3679.947,7741.587,0.2,0-0.2,0,0.2,SS4-1,7.29,3.5,2.2,2.9,0.7,3.7,0.27,ND,ND,16,21.4,工作井以北,2,4.697
SS4,3679.947,7741.587,1,0.8-1.0,0.8,1,SS4-2,8.61,0.6,0.7,0.6,0.1,0.5,2.21,0.0973,0.102,12,23.7,工作井以北,2,4.697
SS4,3679.947,7741.587,2,1.8-2.0,1.8,2,SS4-3,7.89,0.1,0.2,ND,ND,ND,28.4,0.15,0.0427,12,10,工作井以北,2,4.697
SS4,3679.947,7741.587,6,5.8-6.0,5.8,6,SS4-4,7.64,ND,ND,ND,ND,ND,ND,ND,ND,20,4.6,工作井以北,6,4.697
SS5,3622.42,7744.864,0.2,0-0.2,0,0.2,SS5-1,3.24,0.1,0.2,ND,ND,ND,20.4,ND,ND,831,143,工作井以北,2,4.95
SS5,3622.42,7744.864,1,0.8-1.0,0.8,1,SS5-2,3.57,13.4,10,12.2,2.3,10.8,7.66,ND,ND,1010,95.7,工作井以北,2,4.95
SS5,3622.42,7744.864,3,2.8-3.0,2.8,3,SS5-3,8.26,1.6,2.2,1.8,0.4,1.4,31.4,0.132,ND,292,265,工作井以北,4,4.95
SS5,3622.42,7744.864,6,5.8-6.0,5.8,6,SS5-4,8.41,ND,ND,ND,ND,ND,0.09,ND,ND,67,7.1,工作井以北,6,4.95
SS5-ZJM,3622.42,7744.864,7,6.8-7.0,6.8,7,SS5-ZJM-1,8.89,ND,ND,ND,ND,ND,0.33,0.0786,0.473,/,4.2,工作井以北,7,4.942
SS5-ZJM,3622.42,7744.864,11,10.8-11.0,10.8,11,SS5-ZJM-2,8.76,ND,ND,ND,ND,ND,0.21,ND,ND,/,4.8,工作井以北,8,4.942
SS5-ZJM,3622.42,7744.864,14,13.8-14.0,13.8,14,SS5-ZJM-3,9.11,ND,ND,ND,ND,ND,ND,ND,ND,ND,7,工作井以北,8,4.942
SS6,3675.127,7781.497,0.2,0-0.2,0,0.2,SS6-1,7.65,10.9,5.2,9,1.8,8.1,2.11,ND,ND,710,12.6,工作井以北,2,4.299
SS6,3675.127,7781.497,1.5,1.3-1.5,1.3,1.5,SS6-2,7.86,3.2,4.4,3.4,0.5,2,15.5,0.26,0.173,126,19.9,工作井以北,2,4.299
SS6,3675.127,7781.497,3,2.8-3.0,2.8,3,SS6-3,8.25,ND,ND,ND,ND,ND,0.47,0.683,0.109,237,6.7,工作井以北,4,4.299
SS6,3675.127,7781.497,6,5.8-6.0,5.8,6,SS6-4,8.52,ND,ND,ND,ND,ND,ND,0.625,ND,14,5.1,工作井以北,6,4.299
SS7,3590.997,7786.697,0.2,0-0.2,0,0.2,SS7-1,7.32,2.4,1.4,2.4,0.6,2.6,1.58,0.0106,ND,239,18.3,工作井以北,2,5.177
SS7,3590.997,7786.697,1.5,1.3-1.5,1.3,1.5,SS7-2,7.55,23.4,30.5,22.7,3,13.9,219,1.05,1.8,302,29.8,工作井以北,2,5.177
SS7,3590.997,7786.697,2,1.8-2.0,1.8,2,SS7-3,9.3,0.3,0.4,0.3,ND,0.2,6.43,6.48,0.131,125,12.7,工作井以北,2,5.177
SS7-ZJM,3590.997,7786.697,4,3.8-4.0,3.8,4,SS7-ZJM-1,8.37,1.2,1.4,0.9,ND,0.5,24.4,0.057,3.96,/,,工作井以北,4,4.606
SS7,3590.997,7786.697,6,5.8-6.0,5.8,6,SS7-4,8.01,ND,ND,ND,ND,ND,ND,ND,ND,46,5.1,工作井以北,6,5.177
SS8,3611.607,7804.304,0.2,0-0.2,0,0.2,SS8-1,7.26,19,5.3,18.5,2.9,18.3,2.01,0.0109,ND,446,10.6,工作井以北,2,5.145
SS8,3611.607,7804.304,1,0.8-1.0,0.8,1,SS8-2,7.76,9.1,2.2,6.6,1.7,7.5,0.99,ND,ND,984,11.5,工作井以北,2,5.145
SS8,3611.607,7804.304,2,1.8-2.0,1.8,2,SS8-3,8.95,ND,ND,ND,ND,ND,ND,8.53,1.79,95,9.2,工作井以北,2,5.145
SS8,3611.607,7804.304,3,2.8-3.0,2.8,3,SS8-4,8.45,3.2,4.2,3.2,0.5,1.8,29.2,3.86,0.663,957,10.6,工作井以北,4,5.145
SS8-ZJM,3611.607,7804.304,4,3.8-4.0,3.8,4,SS8-ZJM-1,7.61,3,2.8,3,0.3,1.9,67.2,0.0565,4.2,646,,工作井以北,4,4.638
SS8,3611.607,7804.304,6,5.8-6.0,5.8,6,SS8-5,8.15,0.1,ND,ND,ND,ND,4.7,0.422,0.42,59,5,工作井以北,6,5.145
SS9,3558.589,7812.209,0.2,0-0.2,0,0.2,SS9-1,7.54,ND,ND,ND,ND,ND,ND,ND,ND,417,13.4,工作井以北,2,4.916
SS9,3558.589,7812.209,1.5,1.3-1.5,1.3,1.5,SS9-2,8.89,ND,ND,ND,ND,ND,ND,ND,ND,230,13.4,工作井以北,2,4.916
SS9,3558.589,7812.209,4,3.8-4.0,3.8,4,SS9-3,8.46,0.2,0.1,ND,ND,ND,2.65,0.123,0.185,15,13.4,工作井以北,4,4.916
SS9,3558.589,7812.209,6,5.8-6.0,5.8,6,SS9-4,7.54,ND,ND,ND,ND,ND,ND,ND,ND,19,6.3,工作井以北,6,4.916
SS10,3583.549,7865.916,0.2,0-0.2,0,0.2,SS10-1,8.56,0.3,0.4,0.3,ND,0.2,0.24,0.0097,ND,100,9.2,工作井以北,2,6.341
SS10,3583.549,7865.916,1.5,1.3-1.5,1.3,1.5,SS10-2,7.9,0.2,0.1,ND,ND,0.1,ND,ND,ND,111,10.6,工作井以北,2,6.341
SS10,3583.549,7865.916,3,2.8-3.0,2.8,3,SS10-3,8.46,0.2,0.2,0.2,ND,0.1,0.19,ND,ND,121,7.8,工作井以北,4,6.341
SS10,3583.549,7865.916,6,5.8-6.0,5.8,6,SS10-4,7.95,ND,ND,ND,ND,ND,ND,ND,ND,10,7.5,工作井以北,6,6.341
SS11,3522.291,7844.909,0.2,0-0.2,0,0.2,SS11-1,7.93,0.2,0.2,ND,ND,0.1,ND,ND,ND,40,6.8,工作井以北,2,5.331
SS11,3522.291,7844.909,1.5,1.3-1.5,1.3,1.5,SS11-2,8.36,ND,ND,ND,ND,ND,ND,ND,ND,115,7.2,工作井以北,2,5.331
SS11,3522.291,7844.909,2.5,2.3-2.5,2.3,2.5,SS11-3,8.45,0.5,0.6,0.4,ND,0.3,0.6,ND,ND,128,6.5,工作井以北,4,5.331
